,memberID,date,amount
4095,L100739,2022-07-04,1500
4096,L101339,2022-07-04,872
4097,L101324,2022-07-04,1590
4098,L101318,2022-07-04,499
4099,L101323,2022-07-04,972
4100,L101640,2022-07-04,549
4101,L100407,2022-07-04,1284
4102,L102569,2022-07-04,277
4103,L102121,2022-07-04,1430
4104,L100731,2022-07-04,1268
4105,L100730,2022-07-04,1394
4106,L100463,2022-07-04,1712
4107,L102570,2022-07-04,885
4108,L102571,2022-07-04,1287
4109,L100406,2022-07-04,829
4110,L102572,2022-07-04,426
4111,L103167,2022-07-04,672
4112,L101644,2022-07-04,1046
4113,L100405,2022-07-04,303
4114,L101641,2022-07-04,613
4115,L101642,2022-07-04,1246
4116,L100729,2022-07-04,1617
4117,L100397,2022-07-04,1637
4118,L100398,2022-07-04,920
4119,L100399,2022-07-04,437
4120,L100400,2022-07-04,579
4121,L100404,2022-07-04,571
4122,L100728,2022-07-04,765
4123,L101643,2022-07-04,1244
4124,L100401,2022-07-04,467
4125,L103433,2022-07-04,664
4126,L100402,2022-07-04,1218
4127,L102568,2022-07-04,1130
4128,L102567,2022-07-04,929
4129,L100732,2022-07-04,426
4130,L100733,2022-07-04,1203
4131,L101322,2022-07-04,775
4132,L101321,2022-07-04,1350
4133,L101320,2022-07-04,485
4134,L100727,2022-07-04,1277
4135,L101027,2022-07-04,619
4136,L101319,2022-07-04,140
4137,L100726,2022-07-04,814
4138,L101317,2022-07-04,1220
4139,L101316,2022-07-04,760
4140,L101315,2022-07-04,1228
4141,L101314,2022-07-04,815
4142,L100737,2022-07-04,1029
4143,L101313,2022-07-04,1887
4144,L102775,2022-07-04,505
4145,L101312,2022-07-04,842
4146,L100736,2022-07-04,935
4147,L101637,2022-07-04,1301
4148,L101638,2022-07-04,956
4149,L102109,2022-07-04,1233
4150,L102110,2022-07-04,442
4151,L103139,2022-07-04,914
4152,L100409,2022-07-04,655
4153,L100735,2022-07-04,714
4154,L100734,2022-07-04,1210
4155,L103145,2022-07-04,1090
4156,L101639,2022-07-04,772
4157,L100408,2022-07-04,705
4159,L101636,2022-07-04,1712
4160,L103201,2022-07-04,886
4161,L100412,2022-07-04,1288
4162,L103403,2022-07-04,1098
4163,L103399,2022-07-04,1400
4164,L103115,2022-07-04,273
4165,L103400,2022-07-04,930
4166,L103401,2022-07-04,1040
4167,L102759,2022-07-04,798
4168,L103402,2022-07-04,407
4169,L102757,2022-07-04,877
4170,L101961,2022-07-04,118
4171,L101964,2022-07-04,1103
4172,L103108,2022-07-04,595
4173,L103107,2022-07-04,347
4174,L103106,2022-07-04,481
4175,L103105,2022-07-04,433
4176,L101047,2022-07-04,1003
4177,L100493,2022-07-04,808
4178,L103104,2022-07-04,1359
4179,L102762,2022-07-04,579
4180,L102758,2022-07-04,489
4181,L103103,2022-07-04,953
4182,L103102,2022-07-04,1184
4183,L103101,2022-07-04,513
4184,L101951,2022-07-04,1167
4185,L101668,2022-07-04,1154
4186,L102763,2022-07-04,1051
4187,L100107,2022-07-04,756
4188,L100113,2022-07-04,431
4189,L100112,2022-07-04,387
4190,L101060,2022-07-04,840
4191,L101464,2022-07-04,1074
4192,L101907,2022-07-04,1569
4193,L101908,2022-07-04,324
4194,L100160,2022-07-04,1403
4195,L101909,2022-07-04,820
4196,L101910,2022-07-04,687
4197,L100111,2022-07-04,547
4198,L100110,2022-07-04,1667
4199,L101911,2022-07-04,1091
4200,L101912,2022-07-04,857
4201,L101913,2022-07-04,1246
4202,L102766,2022-07-04,812
4203,L100822,2022-07-04,269
4204,L101436,2022-07-04,1106
4205,L102765,2022-07-04,898
4206,L100109,2022-07-04,1093
4207,L102764,2022-07-04,1555
4208,L100108,2022-07-04,599
4209,L100106,2022-07-04,576
4210,L101041,2022-07-04,832
4211,L100403,2022-07-04,839
4212,L101040,2022-07-04,694
4213,L100414,2022-07-04,1353
4214,L103098,2022-07-04,1272
4215,L103099,2022-07-04,645
4216,L100413,2022-07-04,1607
4218,L100439,2022-07-04,1391
4219,L103097,2022-07-04,1112
4220,L101039,2022-07-04,877
4221,L102275,2022-07-04,1083
4222,L102272,2022-07-04,581
4223,L101038,2022-07-04,807
4224,L102273,2022-07-04,882
4225,L100564,2022-07-04,1204
4226,L100416,2022-07-04,1430
4227,L102274,2022-07-04,600
4228,L102760,2022-07-04,1428
4229,L100415,2022-07-04,1806
4230,L102271,2022-07-04,1375
4231,L103100,2022-07-04,752
4232,L100537,2022-07-05,1144
4233,L100502,2022-07-05,907
4234,L101111,2022-07-05,426
4235,L102157,2022-07-05,733
4236,L101951,2022-07-05,1117
4237,L101987,2022-07-05,1349
4238,L100764,2022-07-05,905
4239,L103408,2022-07-05,1079
4240,L102617,2022-07-05,817
4241,L101106,2022-07-05,581
4242,L101391,2022-07-05,1316
4243,L100425,2022-07-05,1372
4244,L100440,2022-07-05,393
4245,L101364,2022-07-05,1277
4246,L102377,2022-07-05,485
4247,L101925,2022-07-05,914
4248,L102816,2022-07-05,333
4249,L101424,2022-07-05,1748
4250,L101113,2022-07-06,1435
4251,L101059,2022-07-06,1125
4252,L100147,2022-07-06,718
4253,L101675,2022-07-06,684
4254,L101943,2022-07-06,1330
4255,L101066,2022-07-06,741
4256,L103200,2022-07-06,872
4257,L100496,2022-07-06,1429
4258,L101426,2022-07-06,1629
4259,L102034,2022-07-06,1185
4260,L100728,2022-07-06,841
4261,L103103,2022-07-06,961
4262,L100448,2022-07-06,1425
4263,L103419,2022-07-06,1140
4264,L103478,2022-07-06,999
4265,L102794,2022-07-06,913
4266,L100157,2022-07-06,736
4267,L101992,2022-07-06,1040
4268,L103184,2022-07-06,943
4269,L100134,2022-07-06,986
4270,L101338,2022-07-06,680
4271,L101107,2022-07-06,1266
4272,L101665,2022-07-06,968
4273,L103212,2022-07-06,1233
4274,L100174,2022-07-06,1043
4275,L100152,2022-07-07,612
4276,L100772,2022-07-07,1487
4277,L102601,2022-07-07,346
4278,L100446,2022-07-07,546
4279,L102646,2022-07-07,861
4280,L102575,2022-07-07,545
4281,L101358,2022-07-07,545
4282,L101918,2022-07-07,1098
4283,L103198,2022-07-07,1238
4284,L102769,2022-07-07,50
4285,L103480,2022-07-07,1516
4286,L101982,2022-07-07,866
4287,L100532,2022-07-07,1376
4288,L100575,2022-07-07,1052
4289,L100573,2022-07-07,1553
4290,L101331,2022-07-07,1723
4291,L100754,2022-07-07,891
4292,L102794,2022-07-07,859
4293,L100589,2022-07-07,1318
4294,L102621,2022-07-07,267
4295,L103186,2022-07-07,845
4296,L101344,2022-07-07,654
4297,L100173,2022-07-07,1091
4298,L100409,2022-07-07,343
4299,L101118,2022-07-07,1109
4300,L100761,2022-07-07,954
4301,L102802,2022-07-07,1193
4302,L103121,2022-07-07,1233
4303,L103448,2022-07-07,910
4304,L100145,2022-07-07,881
4305,L102626,2022-07-07,895
4306,L100514,2022-07-07,860
4307,L101946,2022-07-07,1019
4308,L102112,2022-07-07,798
4309,L100410,2022-07-07,1181
4310,L103199,2022-07-07,1367
4311,L103217,2022-07-07,1356
4312,L101064,2022-07-07,1153
4313,L101091,2022-07-07,1419
4314,L103150,2022-07-07,1421
4315,L100471,2022-07-08,1161
4316,L103449,2022-07-08,606
4317,L101654,2022-07-08,1689
4318,L100478,2022-07-08,1084
4319,L103438,2022-07-08,1101
4320,L102025,2022-07-08,682
4321,L100491,2022-07-08,303
4322,L101446,2022-07-08,758
4323,L101475,2022-07-08,603
4324,L102302,2022-07-08,637
4325,L102322,2022-07-08,1501
4326,L101378,2022-07-08,1480
4327,L103229,2022-07-08,710
4328,L101365,2022-07-08,1147
4329,L103255,2022-07-08,1159
4330,L101691,2022-07-08,909
4331,L103213,2022-07-08,555
4332,L101028,2022-07-08,1437
4333,L101659,2022-07-08,1682
4334,L103243,2022-07-09,1245
4335,L101684,2022-07-09,713
4336,L101696,2022-07-09,708
4337,L100458,2022-07-09,1487
4338,L101046,2022-07-09,1008
4339,L102296,2022-07-09,149
4340,L102789,2022-07-09,685
4341,L101132,2022-07-09,659
4342,L100456,2022-07-09,1121
4343,L102348,2022-07-09,1052
4344,L103166,2022-07-09,822
4345,L101429,2022-07-09,1601
4346,L100162,2022-07-09,1343
4347,L103443,2022-07-09,562
4348,L102158,2022-07-09,563
4349,L100423,2022-07-09,511
4350,L101378,2022-07-09,1442
4351,L100427,2022-07-09,983
4352,L101986,2022-07-09,1089
4353,L103477,2022-07-09,1290
4354,L102044,2022-07-09,974
4355,L100515,2022-07-09,1369
4356,L101341,2022-07-09,631
4357,L101346,2022-07-09,1598
4358,L103148,2022-07-09,1641
4359,L102636,2022-07-09,1637
4360,L101037,2022-07-09,746
4361,L102581,2022-07-09,1372
4362,L101357,2022-07-09,1273
4363,L101154,2022-07-09,770
4364,L100554,2022-07-09,883
4365,L102114,2022-07-09,964
4366,L101367,2022-07-09,837
4367,L102639,2022-07-10,907
4368,L102607,2022-07-10,1477
4369,L101117,2022-07-10,2105
4370,L100443,2022-07-10,325
4371,L103181,2022-07-10,1457
4372,L100438,2022-07-10,1208
4373,L101078,2022-07-10,1915
4374,L102601,2022-07-10,681
4375,L100482,2022-07-10,250
4376,L101663,2022-07-10,1166
4377,L102327,2022-07-10,950
4378,L100122,2022-07-10,1270
4379,L101388,2022-07-10,1054
4380,L101939,2022-07-10,1749
4381,L103170,2022-07-10,584
4382,L103169,2022-07-10,1362
4383,L101728,2022-07-10,161
4384,L101737,2022-07-10,896
4385,L102567,2022-07-10,590
4386,L101377,2022-07-10,896
4387,L103423,2022-07-10,598
4388,L103152,2022-07-10,1693
4389,L103236,2022-07-10,424
4390,L103416,2022-07-10,1157
4391,L100741,2022-07-10,1864
4392,L103133,2022-07-10,1074
4393,L102171,2022-07-10,1618
4394,L103284,2022-07-10,838
4395,L101669,2022-07-10,1295
4396,L101366,2022-07-10,1286
4397,L102285,2022-07-10,1168
4398,L101470,2022-07-10,900
4399,L101325,2022-07-10,862
4400,L100163,2022-07-10,333
4401,L101323,2022-07-10,877
4402,L100151,2022-07-10,699
4403,L101313,2022-07-10,1721
4404,L103440,2022-07-10,663
4405,L100417,2022-07-10,886
4406,L102585,2022-07-10,1135
4407,L103092,2022-07-10,1097
4408,L100409,2022-07-10,413
4409,L102304,2022-07-10,583
4410,L101057,2022-07-11,388
4411,L101969,2022-07-11,820
4412,L100759,2022-07-11,1311
4413,L101948,2022-07-11,1126
4414,L100477,2022-07-11,692
4415,L100755,2022-07-11,1115
4416,L100128,2022-07-11,1489
4417,L102634,2022-07-11,799
4418,L101378,2022-07-11,1514
4419,L101906,2022-07-11,1006
4420,L101340,2022-07-11,592
4421,L101385,2022-07-11,1350
4422,L101723,2022-07-11,1152
4423,L101090,2022-07-11,1452
4424,L101660,2022-07-11,966
4425,L103446,2022-07-11,1367
4426,L103096,2022-07-11,604
4427,L103109,2022-07-11,311
4428,L101485,2022-07-11,1386
4429,L103444,2022-07-11,683
4430,L101401,2022-07-11,977
4432,L101459,2022-07-11,753
4433,L100488,2022-07-11,1066
4434,L101337,2022-07-11,243
4435,L100827,2022-07-11,776
4436,L102279,2022-07-11,434
4437,L100731,2022-07-11,1456
4438,L103153,2022-07-11,1433
4439,L100738,2022-07-11,421
4440,L102124,2022-07-11,895
4441,L100400,2022-07-11,540
4442,L102118,2022-07-11,794
4443,L102586,2022-07-11,1093
4444,L103127,2022-07-11,652
4445,L103404,2022-07-11,275
4446,L100138,2022-07-11,385
4447,L102002,2022-07-11,988
4448,L102779,2022-07-11,608
4449,L102620,2022-07-11,1278
4451,L101989,2022-07-11,925
4452,L101041,2022-07-11,735
4453,L103451,2022-07-11,1486
4454,L100161,2022-07-11,628
4455,L100469,2022-07-11,1356
4456,L103178,2022-07-11,1286
4457,L100462,2022-07-12,1466
4458,L102118,2022-07-12,470
4459,L102157,2022-07-12,808
4460,L102128,2022-07-12,1153
4461,L103441,2022-07-12,11
4462,L102779,2022-07-12,930
4463,L101441,2022-07-12,1083
4464,L102784,2022-07-12,669
4465,L101646,2022-07-12,1516
4466,L101696,2022-07-12,763
4467,L100122,2022-07-12,1536
4468,L102319,2022-07-12,334
4469,L101045,2022-07-12,813
4470,L100826,2022-07-12,533
4471,L100461,2022-07-12,962
4472,L102769,2022-07-12,351
4473,L101992,2022-07-12,1064
4474,L102773,2022-07-12,547
4475,L101932,2022-07-12,979
4476,L101709,2022-07-12,702
4477,L100744,2022-07-12,708
4478,L100743,2022-07-12,1135
4479,L103418,2022-07-12,1593
4480,L101028,2022-07-12,1395
4481,L100777,2022-07-12,596
4482,L101728,2022-07-12,340
4483,L103427,2022-07-12,498
4484,L102165,2022-07-12,579
4485,L100126,2022-07-12,1387
4486,L101042,2022-07-12,1429
4487,L103221,2022-07-12,240
4488,L101114,2022-07-12,563
4489,L102566,2022-07-12,1113
4490,L100485,2022-07-12,322
4491,L103163,2022-07-12,668
4492,L102817,2022-07-12,936
4493,L103468,2022-07-12,839
4494,L103244,2022-07-12,1658
4495,L102816,2022-07-12,147
4496,L101134,2022-07-12,510
4497,L101336,2022-07-12,706
4498,L101366,2022-07-12,1145
4499,L101334,2022-07-12,1016
4500,L101358,2022-07-12,499
4501,L103222,2022-07-12,1182
4502,L102587,2022-07-12,1251
4503,L102801,2022-07-12,796
4504,L100765,2022-07-13,990
4505,L101034,2022-07-13,299
4506,L101957,2022-07-13,903
4507,L102815,2022-07-13,1323
4508,L101431,2022-07-13,537
4509,L102015,2022-07-13,554
4510,L101956,2022-07-13,987
4511,L101063,2022-07-13,1039
4512,L100748,2022-07-13,845
4513,L102809,2022-07-13,61
4514,L101985,2022-07-13,845
4515,L100772,2022-07-13,1208
4516,L101042,2022-07-13,1590
4517,L102807,2022-07-13,789
4518,L101373,2022-07-13,1351
4519,L101372,2022-07-13,456
4520,L101367,2022-07-13,734
4521,L101047,2022-07-13,924
4522,L102804,2022-07-13,1010
4523,L102289,2022-07-13,861
4524,L100538,2022-07-13,1188
4525,L103302,2022-07-13,1005
4526,L103144,2022-07-13,720
4527,L102784,2022-07-13,790
4528,L101440,2022-07-13,1135
4529,L100493,2022-07-13,980
4530,L101458,2022-07-13,397
4531,L102334,2022-07-13,1343
4532,L101401,2022-07-13,822
4533,L100464,2022-07-13,303
4534,L102133,2022-07-13,1677
4535,L103130,2022-07-13,769
4536,L102577,2022-07-13,1020
4537,L103099,2022-07-13,632
4538,L101396,2022-07-13,1034
4539,L100757,2022-07-13,1510
4540,L100514,2022-07-13,744
4541,L101120,2022-07-13,1123
4542,L100590,2022-07-13,1044
4543,L101090,2022-07-13,1179
4544,L101027,2022-07-13,700
4545,L102271,2022-07-14,1445
4546,L102149,2022-07-14,1603
4547,L103190,2022-07-14,886
4548,L103215,2022-07-14,1072
4549,L102778,2022-07-14,1043
4550,L101027,2022-07-14,853
4551,L100177,2022-07-14,1355
4552,L101346,2022-07-14,1587
4553,L103122,2022-07-14,557
4554,L100495,2022-07-14,849
4555,L103248,2022-07-14,1420
4556,L101158,2022-07-14,607
4557,L103223,2022-07-14,338
4558,L100752,2022-07-14,839
4559,L102577,2022-07-14,936
4560,L101112,2022-07-14,1575
4561,L100408,2022-07-14,813
4562,L102597,2022-07-14,1138
4563,L101415,2022-07-14,1026
4564,L101955,2022-07-14,1393
4565,L102809,2022-07-14,252
4566,L102308,2022-07-14,1574
4567,L103199,2022-07-14,1237
4568,L100494,2022-07-14,934
4569,L101387,2022-07-14,1353
4570,L100775,2022-07-14,1612
4571,L100586,2022-07-14,857
4573,L101373,2022-07-14,1337
4574,L101059,2022-07-14,1246
4575,L100478,2022-07-14,902
4576,L100770,2022-07-14,459
4577,L100444,2022-07-14,1227
4578,L103201,2022-07-14,961
4579,L101483,2022-07-14,519
4580,L101636,2022-07-14,1660
4581,L102600,2022-07-15,1041
4582,L103426,2022-07-15,1723
4583,L100471,2022-07-15,973
4584,L100507,2022-07-15,630
4585,L102166,2022-07-15,357
4586,L100425,2022-07-15,1411
4587,L102122,2022-07-15,920
4588,L100443,2022-07-15,148
4589,L100730,2022-07-15,1462
4590,L103194,2022-07-15,1116
4591,L101407,2022-07-15,1031
4592,L101455,2022-07-15,1391
4593,L101452,2022-07-15,1414
4594,L100423,2022-07-15,816
4595,L101434,2022-07-15,763
4596,L101395,2022-07-15,872
4597,L103159,2022-07-15,1152
4598,L101027,2022-07-15,506
4599,L101670,2022-07-15,764
4600,L102644,2022-07-15,512
4601,L101056,2022-07-15,279
4602,L102560,2022-07-15,626
4603,L100454,2022-07-15,1093
4604,L101934,2022-07-15,1031
4605,L101929,2022-07-15,936
4606,L100525,2022-07-15,932
4607,L101319,2022-07-15,123
4608,L101067,2022-07-15,862
4609,L102277,2022-07-15,144
4611,L100584,2022-07-15,1336
4612,L103412,2022-07-15,1280
4613,L100120,2022-07-15,845
4614,L103124,2022-07-15,613
4615,L101377,2022-07-16,981
4616,L102153,2022-07-16,1524
4617,L101391,2022-07-16,1597
4618,L101030,2022-07-16,716
4619,L101078,2022-07-16,2075
4620,L101413,2022-07-16,1531
4621,L102595,2022-07-16,376
4622,L102148,2022-07-16,995
4623,L103140,2022-07-16,1025
4624,L101659,2022-07-16,1737
4625,L102018,2022-07-16,781
4626,L101695,2022-07-16,1347
4627,L100149,2022-07-16,682
4628,L101073,2022-07-16,1653
4629,L101484,2022-07-16,1603
4630,L102371,2022-07-16,751
4631,L103427,2022-07-16,604
4632,L101711,2022-07-16,281
4633,L101139,2022-07-16,1544
4634,L101141,2022-07-16,834
4635,L101984,2022-07-16,393
4636,L102278,2022-07-16,732
4637,L102616,2022-07-16,747
4638,L100117,2022-07-16,789
4639,L103118,2022-07-16,240
4640,L101648,2022-07-16,563
4641,L100736,2022-07-16,1120
4642,L100579,2022-07-16,1497
4643,L100552,2022-07-16,827
4644,L103214,2022-07-16,922
4645,L102592,2022-07-17,893
4646,L101089,2022-07-17,478
4647,L103458,2022-07-17,627
4648,L103195,2022-07-17,895
4649,L102794,2022-07-17,1003
4650,L101065,2022-07-17,923
4651,L103253,2022-07-17,1775
4652,L101326,2022-07-17,629
4653,L102589,2022-07-17,1151
4654,L101947,2022-07-17,825
4655,L101084,2022-07-17,533
4656,L102561,2022-07-17,532
4657,L100792,2022-07-17,1080
4658,L102603,2022-07-17,966
4659,L100510,2022-07-17,1017
4660,L100771,2022-07-17,1248
4661,L100136,2022-07-17,799
4662,L103450,2022-07-17,676
4663,L100400,2022-07-17,539
4664,L103101,2022-07-17,483
4665,L103171,2022-07-17,733
4666,L102119,2022-07-18,347
4667,L101639,2022-07-18,1008
4668,L102290,2022-07-18,971
4669,L101465,2022-07-18,1045
4670,L101974,2022-07-18,125
4671,L103165,2022-07-18,718
4672,L102041,2022-07-18,1138
4673,L101150,2022-07-18,1152
4674,L101708,2022-07-18,1364
4675,L101917,2022-07-18,992
4676,L103289,2022-07-18,1215
4677,L102045,2022-07-18,1011
4678,L103461,2022-07-18,1097
4679,L102640,2022-07-18,289
4680,L102176,2022-07-18,920
4681,L102048,2022-07-18,587
4683,L101069,2022-07-18,965
4684,L101345,2022-07-18,1202
4685,L100183,2022-07-18,1157
4686,L101732,2022-07-18,1044
4687,L101727,2022-07-18,1397
4688,L100498,2022-07-18,774
4689,L100127,2022-07-18,481
4690,L101386,2022-07-18,1481
4691,L102154,2022-07-19,489
4692,L100455,2022-07-19,714
4693,L100534,2022-07-19,983
4694,L101989,2022-07-19,997
4695,L100553,2022-07-19,1006
4696,L103408,2022-07-19,764
4697,L103409,2022-07-19,936
4698,L100490,2022-07-19,688
4699,L100445,2022-07-19,287
4700,L100412,2022-07-19,1248
4701,L101689,2022-07-19,634
4702,L102302,2022-07-19,695
4703,L103207,2022-07-19,1579
4704,L103451,2022-07-19,1804
4705,L101670,2022-07-19,865
4706,L101080,2022-07-19,969
4707,L101373,2022-07-19,1263
4708,L100129,2022-07-19,1489
4709,L101982,2022-07-19,1084
4710,L101364,2022-07-19,1186
4711,L100740,2022-07-19,1050
4712,L103411,2022-07-19,583
4713,L103208,2022-07-19,1252
4714,L101716,2022-07-19,594
4715,L100132,2022-07-19,1061
4716,L100751,2022-07-19,1472
4717,L101713,2022-07-19,1037
4718,L100807,2022-07-19,422
4719,L101671,2022-07-19,1642
4720,L102793,2022-07-19,911
4721,L103165,2022-07-19,822
4722,L101047,2022-07-19,651
4723,L100516,2022-07-19,1037
4724,L100437,2022-07-20,944
4725,L103124,2022-07-20,645
4726,L101104,2022-07-20,848
4727,L101428,2022-07-20,815
4728,L102303,2022-07-20,999
4729,L100746,2022-07-20,651
4730,L101352,2022-07-20,581
4731,L103105,2022-07-20,160
4732,L101398,2022-07-20,1097
4733,L102820,2022-07-20,1370
4734,L102789,2022-07-20,666
4735,L100436,2022-07-20,1140
4736,L100136,2022-07-20,721
4737,L103406,2022-07-20,575
4738,L101090,2022-07-20,1193
4739,L103407,2022-07-20,736
4740,L103203,2022-07-20,1084
4741,L101444,2022-07-20,589
4742,L100420,2022-07-20,809
4743,L101083,2022-07-20,742
4744,L101380,2022-07-20,738
4745,L103432,2022-07-20,1446
4746,L101336,2022-07-20,600
4747,L100519,2022-07-20,912
4748,L102312,2022-07-20,735
4749,L101365,2022-07-20,1118
4750,L100152,2022-07-20,638
4751,L102779,2022-07-21,735
4752,L101315,2022-07-21,1176
4753,L101067,2022-07-21,891
4754,L100822,2022-07-21,240
4755,L101126,2022-07-21,1212
4756,L102173,2022-07-21,1162
4757,L101670,2022-07-21,671
4758,L101423,2022-07-21,13
4759,L100449,2022-07-21,1120
4760,L101072,2022-07-21,576
4761,L101679,2022-07-21,1087
4762,L100550,2022-07-21,679
4763,L102645,2022-07-21,652
4764,L101364,2022-07-21,1348
4765,L101153,2022-07-21,496
4766,L101702,2022-07-21,1835
4767,L101123,2022-07-21,1106
4768,L101988,2022-07-21,762
4769,L101639,2022-07-21,1073
4770,L100445,2022-07-21,302
4771,L102607,2022-07-21,1496
4772,L103296,2022-07-21,777
4773,L100782,2022-07-22,822
4774,L101985,2022-07-22,863
4775,L100116,2022-07-22,1040
4776,L103120,2022-07-22,598
4777,L101697,2022-07-22,1051
4778,L103227,2022-07-22,1532
4779,L102174,2022-07-22,1731
4780,L100785,2022-07-22,374
4781,L100769,2022-07-22,483
4782,L100118,2022-07-22,505
4783,L100579,2022-07-22,1217
4784,L100807,2022-07-22,362
4785,L103477,2022-07-22,1458
4786,L103429,2022-07-22,1302
4787,L102358,2022-07-22,1448
4789,L102297,2022-07-22,698
4790,L102640,2022-07-22,218
4791,L103469,2022-07-22,1036
4792,L102613,2022-07-22,866
4793,L101360,2022-07-22,165
4794,L101064,2022-07-22,841
4795,L102147,2022-07-22,1057
4796,L101349,2022-07-22,702
4797,L101701,2022-07-23,525
4798,L100424,2022-07-23,835
4799,L101703,2022-07-23,1036
4800,L102589,2022-07-23,1086
4801,L103230,2022-07-23,572
4802,L100783,2022-07-23,1401
4803,L103148,2022-07-23,1595
4804,L101945,2022-07-23,1252
4805,L103401,2022-07-23,932
4806,L101971,2022-07-23,320
4807,L102770,2022-07-23,45
4808,L101468,2022-07-23,209
4809,L100796,2022-07-23,543
4810,L103097,2022-07-23,1458
4811,L100736,2022-07-23,1008
4812,L102129,2022-07-23,702
4813,L101427,2022-07-23,388
4814,L102272,2022-07-23,686
4815,L101347,2022-07-23,1059
4816,L102305,2022-07-23,927
4817,L100770,2022-07-23,731
4818,L102304,2022-07-23,634
4819,L100820,2022-07-23,1420
4820,L100522,2022-07-23,598
4821,L102333,2022-07-23,1324
4822,L102117,2022-07-23,1040
4823,L103164,2022-07-23,978
4824,L103177,2022-07-23,852
4825,L102818,2022-07-23,744
4826,L100106,2022-07-23,862
4827,L100578,2022-07-23,1018
4828,L101668,2022-07-23,1241
4829,L103289,2022-07-23,1372
4830,L101061,2022-07-23,441
4831,L100503,2022-07-24,1285
4832,L102118,2022-07-24,452
4833,L102794,2022-07-24,848
4834,L100582,2022-07-24,974
4835,L101440,2022-07-24,823
4836,L101711,2022-07-24,224
4837,L100512,2022-07-24,535
4838,L103436,2022-07-24,611
4839,L100478,2022-07-24,1019
4840,L101326,2022-07-24,562
4841,L100750,2022-07-24,245
4842,L102142,2022-07-24,100
4843,L100511,2022-07-24,1319
4844,L100516,2022-07-24,862
4845,L103226,2022-07-24,1201
4846,L101960,2022-07-24,1480
4847,L102306,2022-07-24,844
4848,L101401,2022-07-24,847
4849,L101644,2022-07-24,1166
4850,L102605,2022-07-24,1273
4851,L102321,2022-07-24,825
4852,L100491,2022-07-24,531
4853,L102781,2022-07-24,222
4854,L101339,2022-07-24,702
4855,L103109,2022-07-24,565
4856,L103175,2022-07-24,764
4857,L101946,2022-07-25,909
4858,L103171,2022-07-25,608
4859,L102110,2022-07-25,65
4860,L101414,2022-07-25,1164
4861,L100782,2022-07-25,763
4862,L101961,2022-07-25,452
4863,L102367,2022-07-25,1723
4864,L101947,2022-07-25,543
4865,L101100,2022-07-25,1440
4866,L102046,2022-07-25,803
4867,L103303,2022-07-25,1305
4868,L102789,2022-07-25,810
4869,L103123,2022-07-25,1570
4870,L102156,2022-07-25,1146
4871,L102807,2022-07-25,613
4872,L102763,2022-07-25,827
4873,L101129,2022-07-25,574
4874,L101667,2022-07-25,976
4875,L100525,2022-07-25,859
4876,L103448,2022-07-25,1031
4877,L100831,2022-07-25,983
4878,L102623,2022-07-25,1440
4879,L102800,2022-07-25,1408
4880,L102287,2022-07-25,1308
4881,L100468,2022-07-25,855
4882,L100400,2022-07-25,812
4883,L101033,2022-07-25,621
4884,L102804,2022-07-25,1102
4885,L103142,2022-07-25,836
4886,L100440,2022-07-25,486
4887,L103090,2022-07-25,1314
4889,L100123,2022-07-25,1121
4890,L102134,2022-07-26,697
4891,L103156,2022-07-26,807
4892,L102139,2022-07-26,546
4893,L100819,2022-07-26,964
4894,L101942,2022-07-26,1206
4895,L102595,2022-07-26,688
4896,L102311,2022-07-26,1551
4897,L103183,2022-07-26,803
4898,L101072,2022-07-26,670
4899,L101665,2022-07-26,915
4900,L102573,2022-07-26,1268
4901,L103459,2022-07-26,854
4902,L103185,2022-07-26,1479
4903,L102287,2022-07-26,1233
4904,L100477,2022-07-26,736
4905,L101948,2022-07-26,1130
4906,L102642,2022-07-26,888
4907,L100471,2022-07-26,917
4908,L101052,2022-07-26,907
4909,L101992,2022-07-26,993
4910,L103431,2022-07-26,804
4911,L103169,2022-07-26,1351
4913,L101961,2022-07-26,303
4914,L102365,2022-07-26,711
4915,L102802,2022-07-26,1164
4916,L100808,2022-07-26,1066
4917,L102286,2022-07-26,1257
4918,L101454,2022-07-27,687
4919,L101924,2022-07-27,643
4920,L100778,2022-07-27,95
4921,L100126,2022-07-27,1022
4922,L101036,2022-07-27,1420
4923,L101043,2022-07-27,823
4924,L102113,2022-07-27,617
4925,L101997,2022-07-27,322
4926,L100412,2022-07-27,1187
4927,L103433,2022-07-27,673
4928,L100133,2022-07-27,549
4929,L101945,2022-07-27,1144
4930,L101415,2022-07-27,869
4931,L101070,2022-07-27,1406
4932,L100799,2022-07-27,528
4933,L100469,2022-07-27,1464
4934,L103099,2022-07-27,606
4935,L100449,2022-07-27,1190
4936,L100465,2022-07-27,589
4937,L100147,2022-07-27,882
4938,L101675,2022-07-27,684
4939,L102341,2022-07-27,1172
4940,L101050,2022-07-27,143
4941,L100152,2022-07-27,434
4942,L103216,2022-07-27,440
4943,L102574,2022-07-27,971
4944,L102310,2022-07-27,689
4945,L100448,2022-07-27,1470
4946,L101094,2022-07-28,1012
4947,L100445,2022-07-28,87
4948,L101668,2022-07-28,1008
4949,L101686,2022-07-28,980
4950,L101695,2022-07-28,1205
4951,L102002,2022-07-28,937
4952,L101736,2022-07-28,825
4953,L102153,2022-07-28,1461
4954,L102311,2022-07-28,1588
4955,L103205,2022-07-28,1158
